Name,Direction.PXD023778,FDR.PXD023778,PValue.PXD023778,NGenes.PXD023778,MeanAbsT0.PXD023778,MeanWeightT0.PXD023778,av_foldchange.PXD023778,sig.PXD023778,Direction.PXD008934,FDR.PXD008934,PValue.PXD008934,NGenes.PXD008934,MeanAbsT0.PXD008934,MeanWeightT0.PXD008934,av_foldchange.PXD008934,sig.PXD008934
Disassembly of the destruction complex and recruitment of AXIN to the membrane,Up,0.864572048,0.84723727,4,-1.56725563,-1.66887453,0.05565248,FALSE,Up,0.739,0.706,2,-1.114651889,-1.166125539,0.05884027,FALSE
Senescence-Associated Secretory Phenotype (SASP),Up,0.739978332,0.848320693,6,-1.589813703,-1.818598483,0.085306102,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
VLDLR internalisation and degradation,Up,0.815817985,0.848320693,6,-1.882001235,-2.06978646,0.098566769,FALSE,Down,0.725,0.778,5,-1.550750354,-1.849239245,-0.159005764,FALSE
Myoclonic epilepsy of Lafora,Up,0.702058505,0.850487541,5,-1.592281381,-1.791357195,0.106042302,FALSE,Down,0.834,0.872,5,-1.737529695,-2.015943937,-0.155921062,FALSE
DNA Damage Recognition in GG-NER,Up,0.79631636,0.850487541,6,-1.702316764,-1.907629446,0.059921994,FALSE,Down,0.853,0.908,9,-1.648688468,-1.823615887,-0.186485146,FALSE
Macroautophagy,Up,0.81148429,0.852654388,16,-1.823935645,-1.972509903,0.110404279,FALSE,Down,0.558,0.654,17,-0.883504781,-1.069932183,-0.129190411,FALSE
Selective autophagy,Up,0.81148429,0.852654388,16,-1.823935645,-1.972509903,0.110404279,FALSE,Down,0.558,0.654,17,-0.883504781,-1.069932183,-0.129190411,FALSE
SARS-CoV-2-host interactions,Up,0.837486457,0.852654388,29,-2.292622809,-2.363351314,0.054401728,FALSE,Down,0.751,0.809,16,-1.384468118,-1.544438418,-0.059319485,FALSE
HIV Life Cycle,Up,0.797399783,0.853737811,7,-1.821830707,-1.974879808,0.061694913,FALSE,Down,0.55,0.65,10,-0.864848949,-0.990074271,-0.150153283,FALSE
Late Phase of HIV Life Cycle,Up,0.797399783,0.853737811,7,-1.821830707,-1.974879808,0.061694913,FALSE,Down,0.51,0.63,8,-0.913204092,-1.095825101,-0.115852606,FALSE
Signaling by WNT,Up,0.817984832,0.854821235,21,-2.2528804,-2.837944616,0.106749665,FALSE,Down,0.723,0.858,28,-1.152205736,-2.639082001,-0.070008076,FALSE
Cellular responses to stress,Up,0.849404117,0.863488624,95,-1.587238181,-1.589111652,0.024153867,FALSE,Up,0.652,0.749,71,-0.834270627,-1.516879698,0.012611909,FALSE
Cellular responses to stimuli,Up,0.849404117,0.863488624,95,-1.587238181,-1.589111652,0.024153867,FALSE,Up,0.652,0.749,71,-0.834270627,-1.516879698,0.012611909,FALSE
NOD1/2 Signaling Pathway,Up,0.832069339,0.864572048,6,-1.950742076,-2.139679825,0.06296428,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
"TICAM1, RIP1-mediated IKK complex recruitment",Up,0.832069339,0.864572048,6,-1.950742076,-2.139679825,0.06296428,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Interleukin-17 signaling,Up,0.810400867,0.864572048,8,-2.117156695,-2.365123163,0.070056546,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
MAP kinase activation,Up,0.810400867,0.864572048,8,-2.117156695,-2.365123163,0.070056546,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
activated TAK1 mediates p38 MAPK activation,Up,0.832069339,0.864572048,6,-1.950742076,-2.139679825,0.06296428,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,Up,0.832069339,0.864572048,6,-1.950742076,-2.139679825,0.06296428,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
IRAK1 recruits IKK complex,Up,0.832069339,0.864572048,6,-1.950742076,-2.139679825,0.06296428,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
IKK complex recruitment mediated by RIP1,Up,0.832069339,0.864572048,6,-1.950742076,-2.139679825,0.06296428,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,Up,0.832069339,0.864572048,6,-1.950742076,-2.139679825,0.06296428,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,Up,0.832069339,0.864572048,6,-1.950742076,-2.139679825,0.06296428,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
DNA Repair,Up,0.807150596,0.865655471,9,-1.892023914,-2.072093349,0.036887,FALSE,Down,0.797,0.857,12,-1.348709515,-1.477495405,-0.169898938,FALSE
Deactivation of the beta-catenin transactivating complex,Up,0.804983749,0.867822319,6,-1.737299737,-1.933555181,0.099581029,FALSE,Down,0.825,0.86,6,-1.612042046,-1.887796908,-0.061797385,FALSE
Aggrephagy,Up,0.781148429,0.867822319,13,-1.627415226,-1.808797982,0.101101018,FALSE,Down,0.577,0.693,13,-0.98667413,-1.232165994,-0.080893968,FALSE
Nucleotide Excision Repair,Up,0.872156013,0.876489707,7,-1.940703114,-2.125656302,0.047230155,FALSE,Down,0.853,0.908,9,-1.648688468,-1.823615887,-0.186485146,FALSE
Global Genome Nucleotide Excision Repair (GG-NER),Up,0.872156013,0.876489707,7,-1.940703114,-2.125656302,0.047230155,FALSE,Down,0.853,0.908,9,-1.648688468,-1.823615887,-0.186485146,FALSE
Mitotic Prophase,Up,0.900325027,0.876489707,6,-1.570068403,-1.675874116,0.043034665,FALSE,Down,0.422,0.377,4,-0.025940271,0.003497604,-0.017019765,FALSE
Glycogen storage diseases,Up,0.873239437,0.881906826,6,-1.818466142,-1.988088957,0.076925148,FALSE,Up,0.622,0.697,6,-1.108440079,-1.317928947,0.055599993,FALSE
Diseases of carbohydrate metabolism,Up,0.873239437,0.881906826,6,-1.818466142,-1.988088957,0.076925148,FALSE,Up,0.734,0.79,7,-1.374170136,-1.551681144,0.053338948,FALSE
DNA Double-Strand Break Repair,Up,0.834236186,0.881906826,6,-1.936862604,-2.140700864,0.053864713,FALSE,Down,0.652,0.734,6,-1.291785633,-1.517391509,-0.243915163,FALSE
Homology Directed Repair,Up,0.834236186,0.881906826,6,-1.936862604,-2.140700864,0.053864713,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,Up,0.834236186,0.881906826,6,-1.936862604,-2.140700864,0.053864713,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),Up,0.834236186,0.881906826,6,-1.936862604,-2.140700864,0.053864713,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
DNA Double Strand Break Response,Up,0.834236186,0.881906826,6,-1.936862604,-2.140700864,0.053864713,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Processing of DNA double-strand break ends,Up,0.834236186,0.881906826,6,-1.936862604,-2.140700864,0.053864713,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Cytosolic sensors of pathogen-associated DNA ,Up,0.803900325,0.885157096,5,-1.791585856,-2.001368894,0.090658357,FALSE,Down,0.755,0.811,7,-1.499472837,-1.702745846,-0.2029017,FALSE
Listeria monocytogenes entry into host cells,Up,0.803900325,0.885157096,5,-1.791585856,-2.001368894,0.090658357,FALSE,Down,0.805,0.839,5,-1.706241034,-2.000660888,-0.169119984,FALSE
InlA-mediated entry of Listeria monocytogenes into host cells,Up,0.803900325,0.885157096,5,-1.791585856,-2.001368894,0.090658357,FALSE,Down,0.805,0.839,5,-1.706241034,-2.000660888,-0.169119984,FALSE
Mitochondrial calcium ion transport,Up,0.924160347,0.885157096,7,-2.012938622,-1.913576855,0.025567578,FALSE,Up,0.78,0.731,7,-1.095867267,-0.914146757,0.174368938,FALSE
Formation of Incision Complex in GG-NER,Up,0.87432286,0.887323944,6,-1.922459135,-2.101847467,0.074881594,FALSE,Down,0.686,0.755,5,-1.388956873,-1.662283588,-0.071601336,FALSE
FLT3 signaling in disease,Up,0.807150596,0.887323944,6,-1.787405621,-1.964635408,0.079646887,FALSE,Down,0.24,0.434,5,-0.206528992,-0.515332884,-0.034274351,FALSE
SARS-CoV-1-host interactions,Up,0.893824485,0.891657638,31,-2.384703722,-2.432388762,0.082406773,FALSE,Down,0.869,0.885,18,-1.505270144,-1.884589491,-0.00664701,FALSE
Toll Like Receptor 4 (TLR4) Cascade,Up,0.899241603,0.912242687,10,-2.052932928,-2.258085536,0.021627131,FALSE,Down,0.76,0.854,7,-1.506521939,-1.777125367,-0.211463832,FALSE
MyD88:MAL(TIRAP) cascade initiated on plasma membrane,Up,0.899241603,0.912242687,10,-2.052932928,-2.258085536,0.021627131,FALSE,Down,0.76,0.854,7,-1.506521939,-1.777125367,-0.211463832,FALSE
Toll Like Receptor TLR1:TLR2 Cascade,Up,0.899241603,0.912242687,10,-2.052932928,-2.258085536,0.021627131,FALSE,Down,0.76,0.854,7,-1.506521939,-1.777125367,-0.211463832,FALSE
Toll Like Receptor TLR6:TLR2 Cascade,Up,0.899241603,0.912242687,10,-2.052932928,-2.258085536,0.021627131,FALSE,Down,0.76,0.854,7,-1.506521939,-1.777125367,-0.211463832,FALSE
Toll Like Receptor 2 (TLR2) Cascade,Up,0.899241603,0.912242687,10,-2.052932928,-2.258085536,0.021627131,FALSE,Down,0.76,0.854,7,-1.506521939,-1.777125367,-0.211463832,FALSE
Signaling by FGFR,Up,0.88624052,0.914409534,9,-2.188401139,-2.39874025,0.056892064,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Signaling by FGFR2,Up,0.88624052,0.914409534,9,-2.188401139,-2.39874025,0.056892064,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Glycerophospholipid biosynthesis,Down,0.970747562,0.918743229,4,-1.690084151,-1.628944334,-0.004347645,FALSE,Down,0.663,0.573,4,-0.683255086,-0.544161378,-0.295416742,FALSE
Phospholipid metabolism,Down,0.970747562,0.918743229,4,-1.690084151,-1.628944334,-0.004347645,FALSE,Down,0.551,0.482,6,-0.38152653,-0.236629429,-0.477449635,FALSE
Eukaryotic Translation Elongation,Up,0.939328277,0.921993499,39,-2.72522546,-2.581501973,0.034378546,FALSE,Down,0.696,0.737,12,-0.863197966,-0.828330501,-0.153088122,FALSE
Infectious disease,Up,0.932827736,0.926327194,101,-2.874953405,-2.989431001,0.046181496,FALSE,Down,0.924,0.963,81,-1.878390507,-2.640556233,-0.088021869,FALSE
Ubiquinol biosynthesis,Down,0.977248104,0.933911159,3,-1.671570967,-1.624478568,-0.010289681,FALSE,Down,0.43,0.328,3,0.052628877,0.204936162,-0.324895115,FALSE
Metabolism of cofactors,Down,0.977248104,0.933911159,3,-1.671570967,-1.624478568,-0.010289681,FALSE,Down,0.467,0.338,5,0.004859511,-0.099098108,-0.357029533,FALSE
Translation,Up,0.971830986,0.952329361,48,-3.024473247,-2.828392517,0.013584161,FALSE,Down,0.814,0.816,27,-1.12192222,-0.890156222,-0.124683866,FALSE
Metabolism of RNA,Up,0.962080173,0.959913326,69,-4.493769195,-4.634941413,0.026256198,FALSE,Up,0.546,0.723,40,-0.700648439,-1.754724765,0.035900411,FALSE
Metabolism of proteins,Up,0.965330444,0.96099675,130,-2.865332637,-2.72528241,0.022641194,FALSE,Down,0.669,0.668,132,-0.410372836,-0.625388043,-0.038583216,FALSE
"Formation of the ternary complex, and subsequently, the 43S complex",Up,0.975081257,0.962080173,16,-2.454302499,-2.440374406,0.017628812,FALSE,Up,0.961,0.973,5,-1.790849986,-1.819592578,0.005637349,FALSE
Translation initiation complex formation,Up,0.975081257,0.964247021,18,-2.676484644,-2.648662709,0.009776422,FALSE,Up,0.937,0.956,6,-1.710831115,-1.71391813,0.024159613,FALSE
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",Up,0.975081257,0.964247021,18,-2.676484644,-2.648662709,0.009776422,FALSE,Up,0.937,0.956,6,-1.710831115,-1.71391813,0.024159613,FALSE
Ribosomal scanning and start codon recognition,Up,0.975081257,0.964247021,18,-2.676484644,-2.648662709,0.009776422,FALSE,Up,0.937,0.956,6,-1.710831115,-1.71391813,0.024159613,FALSE
Influenza Infection,Up,0.980498375,0.967497291,39,-3.196006095,-3.147929408,0.036880973,FALSE,Down,0.952,0.968,14,-1.950747037,-1.961193278,-0.049624174,FALSE
SARS-CoV-2 modulates host translation machinery,Up,0.97616468,0.967497291,15,-2.434808462,-2.433502821,0.024171573,FALSE,Up,0.961,0.973,5,-1.790849986,-1.819592578,0.005637349,FALSE
SARS-CoV-1 modulates host translation machinery,Up,0.97616468,0.969664139,16,-2.433926802,-2.422658432,0.031785136,FALSE,Up,0.961,0.973,5,-1.790849986,-1.819592578,0.005637349,FALSE
Nervous system development,Up,0.978331528,0.971830986,85,-3.706305313,-3.830385421,0.063559582,FALSE,Down,0.37,0.522,54,-0.253480689,-1.190860089,-0.060011694,FALSE
Developmental Biology,Up,0.973997833,0.973997833,97,-3.559053444,-3.620681685,0.055767863,FALSE,Down,0.565,0.696,63,-0.654670582,-1.459456013,-0.063063971,FALSE
Peptide chain elongation,Up,0.982665222,0.973997833,36,-3.792032962,-3.738354733,0.018204102,FALSE,Down,0.733,0.783,9,-0.988286329,-1.033229397,-0.158726892,FALSE
Influenza Viral RNA Transcription and Replication,Up,0.982665222,0.973997833,34,-3.768030467,-3.726961628,0.016776526,FALSE,Down,0.941,0.966,9,-1.806372779,-1.86302067,-0.141321868,FALSE
Viral mRNA Translation,Up,0.982665222,0.973997833,34,-3.768030467,-3.726961628,0.016776526,FALSE,Down,0.933,0.953,8,-1.652247951,-1.732998604,-0.132009284,FALSE
Selenoamino acid metabolism,Up,0.989165764,0.973997833,35,-3.882806015,-3.838304312,0.016163758,FALSE,Down,0.773,0.806,12,-0.984888645,-0.951254997,-0.170276515,FALSE
Selenocysteine synthesis,Up,0.982665222,0.973997833,34,-3.768030467,-3.726961628,0.016776526,FALSE,Down,0.933,0.953,8,-1.652247951,-1.732998604,-0.132009284,FALSE
rRNA processing,Up,0.982665222,0.973997833,36,-3.792564966,-3.734982969,0.010631159,FALSE,Down,0.911,0.934,10,-1.569540727,-1.590915748,-0.033487196,FALSE
Formation of a pool of free 40S subunits,Up,0.982665222,0.973997833,35,-3.779266437,-3.73022618,0.013996836,FALSE,Down,0.933,0.953,8,-1.652247951,-1.732998604,-0.132009284,FALSE
Eukaryotic Translation Termination,Up,0.982665222,0.973997833,34,-3.768030467,-3.726961628,0.016776526,FALSE,Down,0.947,0.964,10,-1.788697156,-1.821030784,-0.166666746,FALSE
Response of EIF2AK4 (GCN2) to amino acid deficiency,Up,0.982665222,0.973997833,34,-3.768030467,-3.726961628,0.016776526,FALSE,Down,0.933,0.953,8,-1.652247951,-1.732998604,-0.132009284,FALSE
Cellular response to starvation,Up,0.982665222,0.973997833,34,-3.768030467,-3.726961628,0.016776526,FALSE,Down,0.933,0.953,8,-1.652247951,-1.732998604,-0.132009284,FALSE
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),Up,0.982665222,0.973997833,34,-3.768030467,-3.726961628,0.016776526,FALSE,Down,0.944,0.964,9,-1.758992081,-1.816391568,-0.143281762,FALSE
SRP-dependent cotranslational protein targeting to membrane,Up,0.984832069,0.97616468,36,-3.964996076,-3.915800828,0.01751615,FALSE,Down,0.974,0.988,10,-2.113037255,-2.156033656,-0.09975396,FALSE
Axon guidance,Up,0.978331528,0.97616468,84,-3.685146764,-3.815318406,0.06346062,FALSE,Down,0.431,0.576,53,-0.374237969,-1.332750767,-0.043169603,FALSE
Major pathway of rRNA processing in the nucleolus and cytosol,Up,0.993499458,0.97616468,35,-3.88794248,-3.84347825,0.016185861,FALSE,Down,0.85,0.889,9,-1.336573033,-1.375589465,-0.039396058,FALSE
rRNA processing in the nucleus and cytosol,Up,0.993499458,0.97616468,35,-3.88794248,-3.84347825,0.016185861,FALSE,Down,0.85,0.889,9,-1.336573033,-1.375589465,-0.039396058,FALSE
L13a-mediated translational silencing of Ceruloplasmin expression,Up,0.984832069,0.978331528,37,-3.928575922,-3.870633141,0.010373078,FALSE,Down,0.912,0.938,9,-1.619821294,-1.677050813,-0.104367038,FALSE
Eukaryotic Translation Initiation,Up,0.984832069,0.978331528,37,-3.928575922,-3.870633141,0.010373078,FALSE,Down,0.912,0.938,9,-1.619821294,-1.677050813,-0.104367038,FALSE
GTP hydrolysis and joining of the 60S ribosomal subunit,Up,0.984832069,0.978331528,37,-3.928575922,-3.870633141,0.010373078,FALSE,Down,0.912,0.938,9,-1.619821294,-1.677050813,-0.104367038,FALSE
Cap-dependent Translation Initiation,Up,0.984832069,0.978331528,37,-3.928575922,-3.870633141,0.010373078,FALSE,Down,0.912,0.938,9,-1.619821294,-1.677050813,-0.104367038,FALSE
Regulation of expression of SLITs and ROBOs,Up,0.980498375,0.978331528,42,-3.813118512,-4.115567508,0.042159397,FALSE,Down,0.877,0.929,26,-1.363534414,-2.774678151,-0.022746701,FALSE
Signaling by ROBO receptors,Up,0.984832069,0.980498375,45,-3.966816367,-4.24346512,0.045580137,FALSE,Down,0.796,0.874,30,-1.132704329,-2.398301381,-0.008509235,FALSE
Nonsense-Mediated Decay (NMD),Up,0.982665222,0.980498375,36,-3.863517518,-3.863364782,0.020918571,FALSE,Down,0.974,0.992,11,-2.17736464,-2.242720372,-0.111761817,FALSE
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Up,0.982665222,0.980498375,36,-3.863517518,-3.863364782,0.020918571,FALSE,Down,0.974,0.992,11,-2.17736464,-2.242720372,-0.111761817,FALSE
Metabolism of amino acids and derivatives,Up,0.993499458,0.986998917,75,-3.091127366,-3.001303884,0.048760335,FALSE,Down,0.174,0.165,55,0.546186183,0.018708801,-0.061892358,FALSE
Cam-PDE 1 activation,,,,,,,,,Down,0.19,0.162,1,0.726957396,0.183331388,-0.842698848,FALSE
Fertilization,,,,,,,,,Down,0.758,0.665,1,-0.884999585,-0.834697269,-0.138275603,FALSE
Nuclear signaling by ERBB4,,,,,,,,,Up,0.126,0.089,1,1.397480673,1.393607024,1.196347856,FALSE
Acrosome Reaction and Sperm:Oocyte Membrane Binding,,,,,,,,,Down,0.758,0.665,1,-0.884999585,-0.834697269,-0.138275603,FALSE
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",,,,,,,,,Down,0.12,0.094,1,1.352728554,1.453750949,-1.121842384,FALSE
Intrinsic Pathway of Fibrin Clot Formation,,,,,,,,,Up,0.048,0.031,2,2.422785197,2.59505881,1.133835548,FALSE
Common Pathway of Fibrin Clot Formation,,,,,,,,,Up,0.031,0.024,1,2.34701979,2.495893159,1.679374585,FALSE
Formation of Fibrin Clot (Clotting Cascade),,,,,,,,,Up,0.048,0.031,2,2.422785197,2.59505881,1.133835548,FALSE
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",,,,,,,,,Down,0.19,0.162,1,0.726957396,0.183331388,-0.842698848,FALSE
Inositol phosphate metabolism,,,,,,,,,Down,0.31,0.228,2,0.527387266,0.206347698,-0.101671054,FALSE
PI Metabolism,,,,,,,,,Down,0.379,0.324,2,0.305445274,0.359706207,-0.841515422,FALSE
Insulin effects increased synthesis of Xylulose-5-Phosphate,,,,,,,,,Up,0.747,0.676,1,-0.920599834,-0.877108983,0.039772678,FALSE
2-LTR circle formation,,,,,,,,,Down,0.479,0.373,2,-0.107452855,-0.022223171,-0.28735599,FALSE
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,,,,,,,,,Down,0.365,0.303,1,0.215982425,0.227860784,-0.841515422,FALSE
The role of Nef in HIV-1 replication and disease pathogenesis,,,,,,,,,Down,0.365,0.303,1,0.215982425,0.227860784,-0.841515422,FALSE
Rev-mediated nuclear export of HIV RNA,,,,,,,,,Up,0.39,0.325,1,0.020002066,0.050234959,0.223823717,FALSE
Synthesis of PIPs at the plasma membrane,,,,,,,,,Down,0.365,0.303,1,0.215982425,0.227860784,-0.841515422,FALSE
Synthesis of PIPs at the Golgi membrane,,,,,,,,,Down,0.379,0.324,2,0.305445274,0.359706207,-0.841515422,FALSE
Creation of C4 and C2 activators,,,,,,,,,Down,0.094,0.073,1,1.512359059,1.645678864,-1.216112046,FALSE
Signalling to RAS,,,,,,,,,Down,0.18,0.133,2,1.200583232,1.329515483,-0.824966187,FALSE
Nef Mediated CD4 Down-regulation,,,,,,,,,Down,0.365,0.303,1,0.215982425,0.227860784,-0.841515422,FALSE
Export of Viral Ribonucleoproteins from Nucleus,,,,,,,,,Up,0.39,0.325,1,0.020002066,0.050234959,0.223823717,FALSE
NEP/NS2 Interacts with the Cellular Export Machinery,,,,,,,,,Up,0.39,0.325,1,0.020002066,0.050234959,0.223823717,FALSE
Adenylate cyclase inhibitory pathway,,,,,,,,,Down,0.53,0.453,1,-0.396409134,-0.366484784,-0.384425899,FALSE
p38MAPK events,,,,,,,,,Down,0.18,0.133,2,1.200583232,1.329515483,-0.824966187,FALSE
Telomere Extension By Telomerase,,,,,,,,,Down,0.685,0.625,2,-0.755296007,-0.680708166,-0.277237089,FALSE
Classical antibody-mediated complement activation,,,,,,,,,Down,0.094,0.073,1,1.512359059,1.645678864,-1.216112046,FALSE
Extension of Telomeres,,,,,,,,,Down,0.685,0.625,2,-0.755296007,-0.680708166,-0.277237089,FALSE
STING mediated induction of host immune responses,,,,,,,,,Down,0.479,0.373,2,-0.107452855,-0.022223171,-0.28735599,FALSE
"Synthesis of IP2, IP, and Ins in the cytosol",,,,,,,,,Up,0.426,0.355,1,0.018880829,0.108488324,0.63935674,FALSE
Synthesis of IP3 and IP4 in the cytosol,,,,,,,,,Down,0.19,0.162,1,0.726957396,0.183331388,-0.842698848,FALSE
Synthesis of bile acids and bile salts,,,,,,,,,Down,0.528,0.428,2,-0.318006671,-0.233561383,-0.127265654,FALSE
vRNP Assembly,,,,,,,,,Down,0.662,0.57,1,-0.745855416,-0.687401752,-0.215822536,FALSE
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,,,,,,,,,Down,0.528,0.428,2,-0.318006671,-0.233561383,-0.127265654,FALSE
"Cobalamin (Cbl, vitamin B12) transport and metabolism",,,,,,,,,Down,0.462,0.365,1,-0.120119057,-0.062490766,-0.488410456,FALSE
Coenzyme A biosynthesis,,,,,,,,,Down,0.477,0.373,1,-0.056168885,0.026590183,-0.526581599,FALSE
Nicotinate metabolism,,,,,,,,,Down,0.12,0.094,1,1.352728554,1.453750949,-1.121842384,FALSE
Nicotinamide salvaging,,,,,,,,,Down,0.12,0.094,1,1.352728554,1.453750949,-1.121842384,FALSE
Vitamin B5 (pantothenate) metabolism,,,,,,,,,Down,0.477,0.373,1,-0.056168885,0.026590183,-0.526581599,FALSE
MicroRNA (miRNA) biogenesis,,,,,,,,,Up,0.39,0.325,1,0.020002066,0.050234959,0.223823717,FALSE
Hypusine synthesis from eIF5A-lysine,,,,,,,,,Up,0.878,0.852,2,-1.680629054,-1.620007205,0.003388261,FALSE
